Course_Coursenum,Course_Coursetitle,Course_Instructor,Course_Day,Course_Time,Course_Location
MATH 241,Calculus I,D Takagi,TR,0900-1015a,BIL 335
MATH 241,Calculus I,D Webb,TR,1030-1145a,KELL 301
MATH 241,Calculus I,M Khan,TR,0130-0245p,WAT 112
MATH 241,Calculus I,M Khan,TR,0130-0245p,WAT 112
MATH 242,Calculus II,D Yuen,MWF,1230-0120p,KELL 302
MATH 242,Calculus II,D Yuen,MWF,1230-0120p,KELL 302
MATH 242,Calculus II,D Yuen,MWF,0130-0220p,WAT 112
MATH 242,Calculus II,D Yuen,MWF,0130-0220p,WAT 112
MATH 242,Calculus II,P Harron,MWF,0130-0220p,BIL 335
MATH 242,Calculus II,P Harron,MWF,0130-0220p,BIL 335
MATH 242,Calculus II,D Ross,TR,0900-1015a,KELL 302
MATH 242,Calculus II,D Ross,TR,0900-1015a,KELL 302
MATH 243,Calculus III,Y Watanabe,MWF,0930-1020a,BIL 335
MATH 243,Calculus III,G Amos,MWF,0130-0220p,KELL 302
MATH 243,Calculus III,G Picot,TR,0900-1015a,KELL 303
MATH 244,Calculus IV,G Wilkens,MWF,1130-1220p,KELL 303
MATH 244,Calculus IV,W Erb,MWF,0130-0220p,KELL 303
MATH 244,Calculus IV,C Allday,TR,1200-0115p,KELL 303
MATH 251A,"Accelerated Calculus I
Restriction: Honors Program Approval",E Guentner,MWF,0930-1020a,KELL 413
MATH 252A,"Accelerated Calculus II
Restriction: Honors Program Approval",A Beros,MWF,0930-1020a,KELL 414
MATH 253A,"Accelerated Calculus III
Restriction: Honors Program Approval",B Kjos-Hanssen,TR,0130-0245p,SAKAM D101
MATH 257,History of Mathematics,K Dovermann,MWF,0830-0920a,KELL 402
MATH 301,Intro to Discrete Mathematics,M Khan,TR,0900-1015a,KELL 403
MATH 302,Intro to Differential Eqns I,Y Mileyko,MWF,0930-1020a,KELL 302
MATH 302,Intro to Differential Eqns I,W Erb,MWF,0930-1020a,KELL 404
MATH 304,Deterministic Models,G Picot,MWF,1130-1220p,KELL 414
MATH 304L,Deterministic Models Lab,G Picot,TBA,TBA,TBA TBA
MATH 307,Linear Alg & Diff Eq,G Amos,MWF,0930-1020a,KUY 209
MATH 307,Linear Alg & Diff Eq,D Takagi,TR,1200-0115p,KELL 302
MATH 307,Linear Alg & Diff Eq,G Amos,TR,1200-0115p,WAT 112
MATH 311,Introduction to Linear Algebra,W Lewis,TR,0130-0245p,KELL 413
MATH 321,Intro to Advanced Mathematics,A Beros,MWF,1030-1120a,KELL 404
MATH 321,Intro to Advanced Mathematics,L Candelori,MWF,1030-1120a,KELL 413
MATH 331,Introduction to Real Analysis,M Jovovic,MWF,1230-0120p,KELL 404
MATH 372,Elem Probability & Statistics,L Wilson,TR,1030-1145a,KELL 402
MATH 402,Partial Differential Eqns I,G Wilkens,MWF,0930-1020a,KELL 403
MATH 411,Linear Algebra,Y Watanabe,MWF,1030-1120a,KELL 301
MATH 412,Intro to Abstract Algebra,P Guerzhoy,TR,0900-1015a,KELL 413
MATH 421,Topology,K Dovermann,MWF,1230-0120p,KELL 402
MATH 471,Probability,D Ross,TR,0130-0245p,KELL 301
MATH 603,Ordinary & Partial Diff Eqns,S Post,TR,0900-1015a,KELL 404
MATH 611,Modern Algebra,M Manes,TR,1030-1145a,KELL 414
MATH 622,Topology,A Hadari,MWF,1130-1220p,KELL 413
MATH 631,Real Variables,R Willett,TR,1200-0115p,KELL 414
MATH 649D,Tpcs: Analysis,E Guentner,MWF,0130-0220p,KELL 413
MATH 649K,Tpcs: Special,R Harron,TR,0130-0245p,KELL 403
MATH 649R,Tpcs: Algebraic Topology,K Dovermann,TR,0900-1015a,PHYSCI 317
MATH 649T,Tpcs: Num Theory & Comb,R Haas,TBA,TBA,TBA TBA
ME 213,"Intro to Engr Design
Restriction: Major",M Ghasemi-Nejhad,T,0130-0420p,HOLM 309
ME 213,"Intro to Engr Design
Restriction: Major",M Ghasemi-Nejhad,T,0430-0620p,HOLM 309
ME 271,"Applied Mechanics II
Restriction: Major",N Antin,TR,0430-0545p,POST 127
ME 311,"Thermodynamics
Restriction: Major",M Kobayashi,MWF,1030-1120a,HIG 110
ME 322,"Mechanics of Fluids and Lab
Restriction: Major",S Shin,TR,1030-1145a,MSB 114
ME 322,"Mechanics of Fluids and Lab
Restriction: Major",S Shin,TR,1030-1145a,MSB 114
ME 322,"Mechanics of Fluids and Lab
Restriction: Major",S Shin,TR,1030-1145a,MSB 114
ME 331,"Materials Science and Engr
Restriction: Major",J Brown,TR,0730-0845a,MSB 114
ME 341,"Manufacturing Processes & Lab
Restriction: Major",S Miller,TR,0900-1015a,MSB 114
ME 341,"Manufacturing Processes & Lab
Restriction: Major",S Miller,TR,0900-1015a,MSB 114
ME 341,"Manufacturing Processes & Lab
Restriction: Major",S Miller,TR,0900-1015a,MSB 114
ME 342,"Manufacturing Processes Lab
Restriction: Major",S Miller,W,0130-0220p,ARCH 205
ME 342,"Manufacturing Processes Lab
Restriction: Major",S Miller,W,0130-0220p,ARCH 205
ME 342,"Manufacturing Processes Lab
Restriction: Major",S Miller,W,0130-0220p,ARCH 205
ME 360,"Computer Meth in Engineering
Restriction: Major",N Antin,TR,0630-0745p,POST 127
ME 371,"Mechanics of Solids
Restriction: Major",R Russ,MWF,0630-0720p,KUY 301
ME 372,"Component Design
Restriction: Major",R Russ,MWF,1130-1220p,MSB 114
ME 374,"Kinematics/Dynamics Machinery
Restriction: Major",D Azimov,MWF,1230-0120p,POST 127
ME 375,"Dynamics Machines Systems &Lab
Restriction: Instructor Approval",P Berkelman,TR,1200-0115p,MSB 114
ME 375,"Dynamics Machines Systems &Lab
Restriction: Instructor Approval",P Berkelman,TR,1200-0115p,MSB 114
ME 402,"Dynamics Systems Lab
Restriction: Instructor Approval",P Berkelman,R,0130-0220p,BIL 150
ME 402,"Dynamics Systems Lab
Restriction: Instructor Approval",P Berkelman,R,0130-0220p,BIL 150
ME 411,"Applied Thermodynamics
Restriction: Major",R Ghorbani,MWF,1030-1120a,KELL 303
ME 417,"Applied Thermal Engineering
Restriction: Major",J Ting,M,0630-0900p,SAKAM A103
ME 422,"Heat Transfer and Lab
Restriction: Instructor Approval",J Allen,TR,1030-1145a,KUY 307
ME 422,"Heat Transfer and Lab
Restriction: Instructor Approval",J Allen,TR,1030-1145a,KUY 307
ME 422,"Heat Transfer and Lab
Restriction: Instructor Approval",J Allen,TR,1030-1145a,KUY 307
ME 436,"Corrosion Engineering
Restriction: Major",L Hihara,TR,0900-1015a,KUY 301
ME 451,"Feedback-Control Systems
Restriction: Major",D Azimov,MWF,1030-1120a,WAT 420
ME 474,"Fundamentals of Acoustics
Restriction: Major",J Allen,TR,0430-0545p,KUY 209
ME 480,"Thermofluid Meas and Design
Restriction: Instructor Approval",J Allen,T,0130-0220p,BIL 150
ME 480,"Thermofluid Meas and Design
Restriction: Instructor Approval",J Allen,T,0130-0220p,BIL 150
ME 480,"Thermofluid Meas and Design
Restriction: Instructor Approval",J Allen,T,0130-0220p,BIL 150
ME 481,"Design Project I
Restriction: Instructor Approval",A Trimble,MW,0330-0420p,MSB 114
ME 481,"Design Project I
Restriction: Instructor Approval",T Sorensen,MW,0330-0420p,MSB 114
ME 481,"Design Project I
Restriction: Instructor Approval",B Konh,MW,0330-0420p,MSB 114
ME 492,"Special Topics in Me
Restriction: Major",W Qu,MWF,0930-1020a,KUY 306
ME 636,"Fundamntls of Electrochemistry
Restriction: Major",L Hihara,TR,1030-1145a,HOLM 243
ME 645,Clinical Design & Development,S Miller,TR,1030-1145a,SAKAM C301
ME 650,"Surface Phenomena
Restriction: Major",Y Zuo,TR,0130-0245p,KUY 210
ME 691,"Seminar
Restriction: Major",A Trimble,W,0430-0545p,HOLM 211
ME 696,Advanced Topics in ME,R Ghorbani,MWF,0930-1020a,HOLM 242
MDED 541,"Clinical Skills Assessment
Restriction: Major",D Lee,TBA,TBA,TBA TBA
MDED 545B,"Sr Interdisc Elective: Med Ed
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 545C,"Sr Interdisc Elective: CAM
Restriction: Major",N Ludlum,TBA,TBA,TBA TBA
MDED 551,"MD 1 Health and Illness
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Major",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 551L,"MD 1 Tutorials
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 552,"MD 2 CV/Pulmonary
Restriction: Major",D Sakai,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",S Fong,TBA,TBA,TBA TBA
MDED 552L,MD 2 Tutorials,F Merchant,TBA,TBA,TBA TBA
MDED 552L,MD 2 Tutorials,R Kasuya,TBA,TBA,TBA TBA
MDED 552L,MD 2 Tutorials,K Kramer,TBA,TBA,TBA TBA
MDED 552L,MD 2 Tutorials,J Omori,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",D Sakai,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",M Tallquist,TBA,TBA,TBA TBA
MDED 552L,MD 2 Tutorials,T Matsui,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",L Yamamoto,TBA,TBA,TBA TBA
MDED 552L,MD 2 Tutorials,J Turban,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",L Moreau,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",S Steinemann,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",D Sakai,TBA,TBA,TBA TBA
MDED 552L,"MD 2 Tutorials
Restriction: Instructor Approval",D Sakai,TBA,TBA,TBA TBA
MDED 556,"MD 6 Locomotor/Neuro/Behavior
Restriction: Instructor Approval",J Uyehara,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,A Fuse,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,M Bankowski,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,D Horio,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,B Kaya,TBA,TBA,TBA TBA
MDED 556L,"MD 6 Tutorials
Restriction: Instructor Approval",C Lum,TBA,TBA,TBA TBA
MDED 556L,"MD 6 Tutorials
Restriction: Instructor Approval",F Bellinger,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,D Waters,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,W Kim,TBA,TBA,TBA TBA
MDED 556L,"MD 6 Tutorials
Restriction: Instructor Approval",D Smith,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,D Alicata,TBA,TBA,TBA TBA
MDED 556L,"MD 6 Tutorials
Restriction: Instructor Approval",C Todorovic,TBA,TBA,TBA TBA
MDED 556L,"MD 6 Tutorials
Restriction: Instructor Approval",J Uyehara,TBA,TBA,TBA TBA
MDED 556L,MD 6 Tutorials,J Uyehara,TBA,TBA,TBA TBA
MDED 563,"Third Year Colloquia
Restriction: Major",R Shimamoto,TBA,TBA,TBA TBA
MDED 571,"Intro to Clinical Skills
Restriction: Instructor Approval",R Kasuya,TBA,TBA,TBA TBA
MDED 572,"Unit 2 Clinical Skills
Restriction: Major",J Melish,TBA,TBA,TBA TBA
MDED 576,Unit 6 Clinical Skills,J Melish,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",K Voloch,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",W Lee,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",M Kamaka,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",J Omori,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",K Kramer,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",J Omori,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Major",K Masaki,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Instructor Approval",I Nip,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Instructor Approval",K Withy,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Instructor Approval",K Withy,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Instructor Approval",S Fong,TBA,TBA,TBA TBA
MDED 581,"Unit 1 Community Health
Restriction: Instructor Approval",K Withy,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",K Voloch,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",W Lee,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",M Kamaka,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",J Omori,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",K Kramer,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",J Omori,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",J Omori,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Major",K Masaki,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",I Nip,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",K Withy,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",K Withy,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",S Fong,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",K Withy,TBA,TBA,TBA TBA
MDED 582,"Unit 2 Community Health
Restriction: Instructor Approval",K Thompson,TBA,TBA,TBA TBA
MDED 590B,Preclin Elctv: Proj in Med Ed,D Sakai,TBA,TBA,TBA TBA
MDED 590B,Preclin Elctv: Proj in Med Ed,J Panee,TBA,TBA,TBA TBA
MDED 590B,Preclin Elctv: Proj in Med Ed,S Hirose-Wong,TBA,TBA,TBA TBA
MDED 590C,"Preclin Elctv: Healer's Art
Restriction: Major",S Yano,TBA,TBA,TBA TBA
MDED 590D,Preclin Elctv: Intro Stu Rsrch,J Miles,TBA,TBA,TBA TBA
MDED 590E,"Preclin Elctv: Hlth & Wellness
Restriction: Major",S Hirose-Wong,TBA,TBA,TBA TBA
MDED 595B,Med Ed: Rural Health,K Kramer,TBA,TBA,TBA TBA
MDED 595C,Med Ed: Pacific Basin,K Kramer,TBA,TBA,TBA TBA
MDED 595C,Med Ed: Pacific Basin,K Withy,TBA,TBA,TBA TBA
MDED 595C,Med Ed: Pacific Basin,D Sakai,TBA,TBA,TBA TBA
MDED 595D,Med Ed: Projects,D Horio,TBA,TBA,TBA TBA
MDED 595D,"Med Ed: Projects
Restriction: Instructor Approval",J Omori,TBA,TBA,MEB TBA
MDED 595D,"Med Ed: Projects
Restriction: Instructor Approval",V Wong,TBA,TBA,TBA TBA
MDED 595D,"Med Ed: Projects
Restriction: Instructor Approval",K Kramer,TBA,TBA,TBA TBA
MDED 595D,Med Ed: Projects,R Kasuya,TBA,TBA,TBA TBA
MDED 595E,Med Ed: Manikin Simulation,J Turban,TBA,TBA,TBA TBA
MDED 595F,Med Ed: Learning Resources,D Sakai,TBA,TBA,TBA TBA
MDED 595G,Med Ed: CV Case Maps,D Sakai,TBA,TBA,TBA TBA
MDED 595H,Med Ed: Pulmonary Case Maps,D Sakai,TBA,TBA,TBA TBA
MDED 595I,Med Ed: Clinical Preceptorship,D Horio,TBA,TBA,TBA TBA
MDED 595I,"Med Ed: Clinical Preceptorship
Restriction: Instructor Approval",J Omori,TBA,TBA,TBA TBA
MDED 599,Research in Medical Education,R Kasuya,TBA,TBA,TBA TBA
MEDT 151,Intro to Medical Technology,D Teshima,M,1230-0220p,AGSCI 204
MEDT 251,Intro to Medical Technology II,R Yamaguchi,W,1030-1130a,BIOMD C208
MEDT 301,"The Clinical Laboratory
Restriction: Major",D Teshima,T,0830-1130a,BIOMD C205
MEDT 302,Clinical Laboratory II,R Yamaguchi,M,0830-1230p,BIOMD C208
MEDT 331,"Clinical Laboratory Management
Restriction: Major",S Gon,M,1200-0115p,BIOMD C208
MEDT 451,"Hematology
Restriction: Major",D Teshima,M,0330-0420p,BIOMD T211
MEDT 451L,"Hematology Lab
Restriction: Major",D Teshima,R,0830-0920a,BIOMD C205
MEDT 472,"Clin Bioc II
Restriction: Major",J Ha,M,1000-1200p,BIOMD C205
MEDT 477,"Clin Lab Methods & Analyses I
Restriction: Major",R Yamaguchi,F,0930-1200p,BIOMD C208
MED 531,"Internal Medicine Clerkship
Restriction: Major",C Izutsu,TBA,TBA,TBA TBA
MED 532,"Intrnl Med Longitudinl Clrkshp
Restriction: Major",C Izutsu,TBA,TBA,TBA TBA
MED 545B,"MED Elec: Allergy/Immunology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545C,"MED Elec: Cardiology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545D,"MED Elec: Med Elective in Asia
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545E,"MED Elec: Dermatology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545F,"MED Elec: Endocrinology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545G,"MED Elec: Gastroenterology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545H,"MED Elec: Gen Med: Ambulatory
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545I,"MED Elec: Gen Med: Inpatient
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545K,"MED Elec: Hematology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545M,"MED Elec: Nephrology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545N,"MED Elec: Neurology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545O,"MED Elec: Nuclear Medicine
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545P,"MED Elec: Oncology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545Q,"MED Elec: Pulmonary Diseases
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545R,"MED Elec: Research in Medicine
Restriction: Major",E Tam,TBA,TBA,TBA TBA
MED 545S,"MED Elec: Rehab Medicine
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545T,"MED Elec: Rheumatology
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 545W,"MED Elec: MICU Sub-I
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 546B,"MED Elec: Extramural Elective
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 546D,"MED Elec: Infectious Diseases
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 546E,"MED Elec: Medicine Sub-I
Restriction: Major",M Shiraishi,TBA,TBA,TBA TBA
MED 546G,"MED Elec: Neuro Critical Care
Restriction: Major",K Nakagawa,TBA,TBA,TBA TBA
MED 546O,MED Elec: Obesity Medicine,L Anegawa,TBA,TBA,TBA TBA
MICR 130,General Microbiology,J Saito,TR,0130-0245p,ART 132
MICR 140L,Microbiology Laboratory,S Prisic,TR,0830-1020a,SNY 211
MICR 140L,Microbiology Laboratory,S Prisic,TR,1030-1220p,SNY 211
MICR 140L,Microbiology Laboratory,S Prisic,TR,1030-1220p,SNY 301
MICR 140L,Microbiology Laboratory,S Prisic,WF,1030-1220p,SNY 211
MICR 401,"Marine Microbiology
Restriction: Instructor Approval",S Donachie,MWF,1030-1120a,STJHN 11
MICR 401L,"Marine Microbiology Laboratory
Restriction: Instructor Approval",S Donachie,M,0130-0420p,SNY 301
MICR 461,Immunology,H Shen,MWF,1230-0120p,BIL 150
MICR 461L,Immunology Laboratory,H Shen,WF,0130-0420p,SNY 301
MICR 461L,Immunology Laboratory,H Shen,WF,0130-0420p,SNY 211
MICR 470,Microbial Pathogenesis,T Hoang,TR,0130-0245p,POST 126
MICR 475,Bacterial Genetics,E DeLong,TR,1030-1145a,BIOMD T211
MICR 490,Virology,P Kaufusi,TR,0900-1015a,KUY 306
MICR 602,Molecular Biology and Genetics,D Borthakur,MWF,1130-1220p,BIOMD T208
MICR 690,Seminar,S Prisic,M,1200-0100p,BIOMD T211
MICR 695,Research Literature Review,S Prisic,TBA,TBA,TBA TBA
MICR 695,Research Literature Review,J Douglas,TBA,TBA,TBA TBA
MICR 695,Research Literature Review,H Turner,TBA,TBA,TBA TBA
MICR 695,Research Literature Review,T Hoang,TBA,TBA,TBA TBA
MSL 100,Intro to Physical Fitness,J Colwell,MWF,0600-0730a,TBA TBA
MSL 101,Intro to Military Science I,S Crockett,T,0900-1050a,ARMY 114
MSL 101,Intro to Military Science I,S Crockett,W,0130-0320p,ARMY 115
MSL 101L,Intro to Military Sci I Lab,S Crockett,R,0700-0900a,TBA TBA
MSL 201,Intermediate Military Sci I,D Balsis,T,0930-1120a,ARMY 106
MSL 201,Intermediate Military Sci I,D Balsis,T,0130-0320p,ARMY 114
MSL 301,"Leading Small Organizatns I
Restriction: Department Approval",A Akers,W,0900-1050a,ARMY 106
MSL 301,"Leading Small Organizatns I
Restriction: Department Approval",D Frye,W,0130-0320p,ARMY 114
MSL 391,History of Military Warfare,B McKenzie,T,0700-0850a,ARMY 106
MSL 400,Fundamentals of Leadership,T Johnson,W,1230-0300p,ARMY 114
MSL 401,"Leadrshp Challenges & Goal Set
Restriction: Department Approval",K Conkey,T,0130-0330p,ARMY 106
MCB 407,Molecular Biology I,H De Couet,MWF,0930-1020a,BIOMD B103
MCB 461,Immunology,H Shen,MWF,1230-0120p,BIL 150
MCB 461L,Immunology Laboratory,H Shen,WF,0130-0420p,SNY 301
MCB 475,Bacterial Genetics,E DeLong,TR,1030-1145a,BIOMD T211
MBBE 304,Biotech: Science & Eth Issues,D Christopher,MWF,1130-1220p,KUY 301
MBBE 375,Essential Biochemistry,H Davis,TR,0130-0245p,STJHN 11
MBBE 402,"Principles of Biochemistry
Restriction: Instructor Approval",J Bingham,MWF,0800-0920a,BIOMD B103
MBBE 402,"Principles of Biochemistry
Restriction: Instructor Approval",J Bingham,MWF,0800-0920a,BIOMD B103
MBBE 412,Environmental Biochemistry,Q Li,TR,0300-0415p,AGSCI 204
MBBE 602,Molecular Biology and Genetics,D Borthakur,MWF,1130-1220p,BIOMD T208
MBBE 610,Molecular Biosciences Seminar,J Bingham,TBA,TBA,TBA TBA
MBBE 691,Advancd Special Topics in MBBE,W Su,R,0330-0420p,STJHN 15
MBBE 691,"Advancd Special Topics in MBBE
(Topics in Environmental Physiology)
Restriction: Instructor Approval",A Seale,TBA,TBA,TBA TBA
MBBE 691,Advancd Special Topics in MBBE,S Khanal,TBA,TBA,TBA TBA
MBBE 691,"Advancd Special Topics in MBBE
Restriction: Instructor Approval",S Turn,TBA,TBA,TBA TBA
MUS 107,Music in World Cultures,Y Kuan,MWF,0230-0320p,MB 9
MUS 107,Music in World Cultures,J Moulin,TR,1030-1145a,MB 9
MUS 107A,"Music in World Cultures
Restriction: Honors Program Approval",J Moulin,TR,1200-0115p,MB 9
MUS 108,Fundamentals of Music,T Goedecke,MWF,0830-0920a,MB 36
MUS 114,University Chorus,J Wong,T,0700-0900p,MB 36
MUS 121B,Cls Instr: Voice I,L Ralston,TR,1030-1120a,MB 212
MUS 121C,Cls Instr: Piano I,E Stanford,MW,0930-1020a,MB 313
MUS 121C,Cls Instr: Piano I,E Stanford,MW,1030-1120a,MB 313
MUS 121D,Cls Instr: Guitar I,J Nomura,MW,0930-1020a,MB 108
MUS 123C,Pacific Mus Perf: 'Ukulele,B Yasui,W,0130-0310p,MB 212
MUS 125,"First-Level Secondary Piano
Restriction: Instructor Approval",L Wang,TR,0830-0920a,MB 313
MUS 125,"First-Level Secondary Piano
Restriction: Major",L Wang,TR,0930-1020a,MB 313
MUS 127B,Asian Mus Perform: Koto,D Miyashiro,T,0400-0550p,MB 114
MUS 157,String Techniques,I Lin,MWF,1230-0120p,MB 212
MUS 199,"Recital Attendance
Restriction: Major",L Paxton,T,TBA,TBA TBA
MUS 225,"Second-Level Secondary Piano
Restriction: Major",B Li,TR,1030-1120a,MB 313
MUS 253,Elementary Music in Action,R Aamodt,MW,0930-1045a,MB 201
MUS 253,Elementary Music in Action,R Aamodt,MW,1100-1215p,MB 201
MUS 265,Hist of Western Mus to 1750,K McQuiston,MWF,1030-1120a,MB 9
MUS 265,Hist of Western Mus to 1750,K McQuiston,MWF,1130-1220p,MB 9
MUS 281,"Theory I
Restriction: Major",M Foumai,MWF,0830-0920a,MB 9
MUS 281,"Theory I
Restriction: Instructor Approval",M Foumai,MWF,0930-1020a,MB 9
MUS 283,"Aural Training I
Restriction: Instructor Approval",T Osborne,TR,0830-0920a,MB 9
MUS 283,"Aural Training I
Restriction: Instructor Approval",T Osborne,TR,0930-1020a,MB 9
MUS 285,"Theory III
Restriction: Major",T Itoh,MWF,0830-0920a,MB 7
MUS 285,"Theory III
Restriction: Major",T Itoh,MWF,0930-1020a,MB 7
MUS 287,"Aural Training III
Restriction: Major",C Molina,TR,0830-0920a,MB 7
MUS 287,"Aural Training III
Restriction: Major",C Molina,TR,0930-1020a,MB 7
MUS 289,"Intro Prac in Mus Composition
Restriction: Major",T Itoh,TR,1230-0120p,MB 7
MUS 311C,Japanese Ensemble I,D Miyashiro,R,0400-0540p,MB 114
MUS 311D,Chinese Ensemble I,Y Kuan,W,0400-0540p,MB 116
MUS 311H,Gamelan Ensemble I,B Moon,TR,0130-0220p,MB 113
MUS 311I,Gagaku Ensemble I,M Shamoto,W,0630-0820p,MB 114
MUS 311J,Tahitian Ensemble I,J Moulin,M,0500-0615p,MB 118
MUS 312,Hula/Chant Ensemble I,N Lewis,TR,0130-0245p,MB 118
MUS 312,Hula/Chant Ensemble I,N Lewis,TR,0300-0415p,MB 118
MUS 321,Diction for Singers,R Schutz,MWF,1130-1220p,MB 36
MUS 325,Conducting,J Stepec,TR,0930-1020a,MB 108
MUS 331N,"Appl Mus, Western: Oboe",J Stepec,TBA,TBA,
